id,sex, age, ecactivity, worktype, commutetime, town, x, y, apartment
28935,M,79,retired,undef,not commuting,DB,-571530,-1.20115e+06,11773
28936,M,4,at home,undef,not commuting,DB,-571432,-1.20112e+06,11432
28937,F,35,at home,undef,not commuting,DB,-571432,-1.20112e+06,11432
28938,M,7,student,undef,not commuting,DB,-571432,-1.20112e+06,11432
28939,F,68,retired,undef,not commuting,DB,-571432,-1.20112e+06,11432
28940,M,32,working,health,not commuting,DB,-571432,-1.20112e+06,11432
28941,F,91,retired,undef,not commuting,DB,-571432,-1.20112e+06,11432
28942,F,28,at home,undef,not commuting,DB,-571292,-1.20108e+06,11545
28943,F,59,working,industry,30 to 45 mins,DB,-571292,-1.20108e+06,11545
28944,M,63,working,tradeandmoto,not commuting,DB,-571292,-1.20108e+06,11545
28945,M,0,at home,undef,not commuting,DB,-571292,-1.20108e+06,11545
28946,M,61,working,industry,not commuting,DB,-571331,-1.20086e+06,11666
28947,F,64,retired,undef,not commuting,DB,-571219,-1.20127e+06,11736
28948,M,65,retired,undef,not commuting,DB,-571219,-1.20127e+06,11736
28949,F,57,retired,undef,not commuting,DB,-571843,-1.20099e+06,11574
28950,M,65,retired,undef,not commuting,DB,-571848,-1.20146e+06,11771
28951,F,63,retired,undef,not commuting,DB,-571848,-1.20146e+06,11771
28952,F,57,retired,undef,not commuting,DB,-571617,-1.20093e+06,11294
28953,M,52,working,health,not commuting,DB,-571617,-1.20093e+06,11294
28954,F,22,student,undef,45 to 60 mins,DB,-571771,-1.20046e+06,11493
28955,M,19,student,undef,not commuting,DB,-571771,-1.20046e+06,11493
28956,M,45,working,industry,not commuting,DB,-571771,-1.20046e+06,11493
28957,F,47,working,industry,not commuting,DB,-571771,-1.20046e+06,11493
28958,M,35,at home,undef,not commuting,DB,-571454,-1.20076e+06,11758
28959,F,30,working,construction,not commuting,DB,-571454,-1.20076e+06,11758
28960,M,4,at home,undef,not commuting,DB,-571454,-1.20076e+06,11758
28961,F,62,retired,undef,not commuting,DB,-571454,-1.20076e+06,11758
28962,M,9,student,undef,not commuting,DB,-571221,-1.20155e+06,11524
28963,F,31,working,tradeandmoto,not commuting,DB,-571221,-1.20155e+06,11524
28964,M,35,working,construction,not commuting,DB,-571221,-1.20155e+06,11524
28965,F,3,at home,undef,not commuting,DB,-571221,-1.20155e+06,11524
28966,M,45,at home,undef,not commuting,DB,-571876,-1.20079e+06,11384
28967,F,76,retired,undef,not commuting,DB,-571876,-1.20079e+06,11384
28968,F,58,retired,undef,not commuting,DB,-571378,-1.2012e+06,11655
28969,M,30,working,tradeandmoto,not commuting,DB,-571856,-1.20037e+06,11649
28970,F,28,working,industry,less than 15min,DB,-571856,-1.20037e+06,11649
28971,F,68,retired,undef,not commuting,DB,-571154,-1.20136e+06,11533
28972,M,64,working,industry,not commuting,DB,-571154,-1.20136e+06,11533
28973,M,30,working,publicsector,not commuting,DB,-571659,-1.20103e+06,11359
28974,M,72,retired,undef,not commuting,DB,-571659,-1.20103e+06,11359
28975,F,71,retired,undef,not commuting,DB,-571659,-1.20103e+06,11359
28976,F,48,working,industry,not commuting,DB,-571708,-1.20152e+06,11715
28977,M,49,working,industry,not commuting,DB,-571708,-1.20152e+06,11715
28978,M,22,at home,undef,not commuting,DB,-571708,-1.20152e+06,11715
28979,F,63,retired,undef,not commuting,DB,-571974,-1.20096e+06,11579
28980,M,26,working,industry,not commuting,DB,-571974,-1.20096e+06,11579
28981,M,64,working,industry,not commuting,DB,-571974,-1.20096e+06,11579
28982,F,18,student,undef,45 to 60 mins,DB,-571629,-1.20185e+06,11302
28983,F,50,at home,undef,not commuting,DB,-571629,-1.20185e+06,11302
28984,M,53,working,industry,not commuting,DB,-571629,-1.20185e+06,11302
28985,F,52,at home,undef,not commuting,DB,-572047,-1.20074e+06,11713
28986,M,12,student,undef,not commuting,DB,-572047,-1.20074e+06,11713
28987,F,20,at home,undef,not commuting,DB,-572047,-1.20074e+06,11713
28988,M,26,working,it,less than 15min,DB,-572047,-1.20074e+06,11713
28989,M,22,student,undef,60 to 90 mins,DB,-572047,-1.20074e+06,11713
28990,F,25,at home,undef,not commuting,DB,-572047,-1.20074e+06,11713
28991,M,54,working,health,not commuting,DB,-572047,-1.20074e+06,11713
28992,F,15,student,undef,15 to 30 min,DB,-571600,-1.20152e+06,11704
28993,F,40,working,publicsector,not commuting,DB,-571600,-1.20152e+06,11704
28994,M,41,working,construction,not commuting,DB,-571600,-1.20152e+06,11704
28995,M,16,student,undef,not commuting,DB,-571600,-1.20152e+06,11704
28996,M,62,working,industry,not commuting,DB,-571890,-1.20145e+06,11335
28997,F,61,retired,undef,not commuting,DB,-571890,-1.20145e+06,11335
28998,F,64,retired,undef,not commuting,DB,-571518,-1.20144e+06,11345
28999,M,39,at home,undef,not commuting,DB,-571518,-1.20144e+06,11345
29000,F,11,student,undef,not commuting,DB,-571518,-1.20144e+06,11345
29001,M,5,at home,undef,not commuting,DB,-571518,-1.20144e+06,11345
29002,F,37,working,construction,not commuting,DB,-571518,-1.20144e+06,11345
29003,M,67,retired,undef,not commuting,DB,-571518,-1.20144e+06,11345
29004,M,72,retired,undef,not commuting,DB,-571843,-1.20099e+06,11574
29005,F,67,retired,undef,not commuting,DB,-571843,-1.20099e+06,11574
29006,F,58,retired,undef,not commuting,DB,-571659,-1.20103e+06,11359
29007,M,47,at home,undef,not commuting,DB,-571659,-1.20103e+06,11359
29008,M,60,retired,undef,not commuting,DB,-571674,-1.20166e+06,11305
29009,F,57,working,publicsector,not commuting,DB,-571674,-1.20166e+06,11305
29010,F,25,at home,undef,not commuting,DB,-572165,-1.2011e+06,11725
29011,M,42,working,agriculture,not commuting,DB,-572165,-1.2011e+06,11725
29012,F,84,retired,undef,not commuting,DB,-572165,-1.2011e+06,11725
29013,F,16,student,undef,less than 15min,DB,-571654,-1.2007e+06,11512
29014,M,38,working,health,15 to 30 min,DB,-571654,-1.2007e+06,11512
29015,F,37,at home,undef,not commuting,DB,-571654,-1.2007e+06,11512
29016,M,17,student,undef,not commuting,DB,-571654,-1.2007e+06,11512
29017,M,53,working,tradeandmoto,15 to 30 min,DB,-571785,-1.20179e+06,11547
29018,M,27,working,industry,not commuting,DB,-571785,-1.20179e+06,11547
29019,M,28,at home,undef,not commuting,DB,-571785,-1.20179e+06,11547
29020,F,50,working,industry,not commuting,DB,-571785,-1.20179e+06,11547
29021,M,59,working,education,not commuting,DB,-571995,-1.20109e+06,11728
29022,F,59,retired,undef,not commuting,DB,-571995,-1.20109e+06,11728
29023,F,59,retired,undef,not commuting,DB,-572121,-1.20117e+06,11742
29024,M,72,retired,undef,not commuting,DB,-571391,-1.20117e+06,11509
29025,F,53,working,publicsector,not commuting,DB,-571394,-1.2009e+06,11540
29026,M,60,working,tradeandmoto,less than 15min,DB,-571394,-1.2009e+06,11540
29027,M,28,working,banks,not commuting,DB,-571394,-1.2009e+06,11540
29028,F,25,at home,undef,not commuting,DB,-571394,-1.2009e+06,11540
29029,F,19,student,undef,less than 15min,DB,-571629,-1.20164e+06,11671
29030,F,43,working,transportation,15 to 30 min,DB,-571629,-1.20164e+06,11671
29031,M,16,student,undef,not commuting,DB,-571629,-1.20164e+06,11671
29032,M,44,working,health,not commuting,DB,-571629,-1.20164e+06,11671
29033,F,62,retired,undef,not commuting,DB,-571548,-1.20155e+06,11303
29034,F,89,retired,undef,not commuting,DB,-571548,-1.20155e+06,11303
29035,M,54,working,construction,not commuting,DB,-571229,-1.20144e+06,11607
29036,F,14,student,undef,not commuting,DB,-571229,-1.20144e+06,11607
29037,M,54,working,transportation,not commuting,DB,-571229,-1.20144e+06,11607
29038,F,57,working,health,less than 15min,DB,-571229,-1.20144e+06,11607
29039,F,54,working,industry,not commuting,DB,-571349,-1.20087e+06,11372
29040,M,12,student,undef,not commuting,DB,-571349,-1.20087e+06,11372
29041,M,58,working,adminetc,not commuting,DB,-571349,-1.20087e+06,11372
29042,M,68,retired,undef,not commuting,DB,-571560,-1.2015e+06,11324
29043,F,63,retired,undef,not commuting,DB,-571560,-1.2015e+06,11324
29044,M,53,working,industry,not commuting,DB,-571953,-1.20121e+06,11682
29045,F,49,at home,undef,not commuting,DB,-571953,-1.20121e+06,11682
29046,M,24,working,tradeandmoto,not commuting,DB,-571953,-1.20121e+06,11682
29047,F,24,working,construction,not commuting,DB,-571184,-1.20139e+06,11741
29048,M,53,working,transportation,30 to 45 mins,DB,-571184,-1.20139e+06,11741
29049,M,18,student,undef,not commuting,DB,-571184,-1.20139e+06,11741
29050,F,49,working,adminetc,not commuting,DB,-571184,-1.20139e+06,11741
29051,F,19,student,undef,30 to 45 mins,DB,-572050,-1.20124e+06,11690
29052,M,40,working,industry,not commuting,DB,-572050,-1.20124e+06,11690
29053,M,12,student,undef,not commuting,DB,-572050,-1.20124e+06,11690
29054,M,16,student,undef,not commuting,DB,-572050,-1.20124e+06,11690
29055,F,40,working,industry,not commuting,DB,-572050,-1.20124e+06,11690
29056,F,50,working,industry,not commuting,DB,-571622,-1.20131e+06,11657
29057,M,51,working,tradeandmoto,not commuting,DB,-571622,-1.20131e+06,11657
29058,F,14,student,undef,not commuting,DB,-571670,-1.20096e+06,11376
29059,M,19,student,undef,not commuting,DB,-571670,-1.20096e+06,11376
29060,M,20,at home,undef,not commuting,DB,-571670,-1.20096e+06,11376
29061,F,41,working,tradeandmoto,not commuting,DB,-571670,-1.20096e+06,11376
29062,M,59,retired,undef,not commuting,DB,-571521,-1.20162e+06,11318
29063,M,49,working,industry,less than 15min,DB,-571521,-1.20162e+06,11318
29064,F,72,retired,undef,not commuting,DB,-571620,-1.20054e+06,11727
29065,M,71,retired,undef,not commuting,DB,-571620,-1.20054e+06,11727
29066,F,22,student,undef,not commuting,DB,-571620,-1.20054e+06,11727
29067,M,23,at home,undef,not commuting,DB,-571451,-1.20091e+06,11421
29068,F,52,working,agriculture,not commuting,DB,-571451,-1.20091e+06,11421
29069,M,89,retired,undef,not commuting,DB,-571451,-1.20091e+06,11421
29070,F,0,at home,undef,not commuting,DB,-571677,-1.20066e+06,11417
29071,M,31,working,health,not commuting,DB,-571677,-1.20066e+06,11417
29072,F,31,at home,undef,not commuting,DB,-571677,-1.20066e+06,11417
29073,M,17,working,health,not commuting,DB,-571444,-1.20175e+06,11632
29074,F,43,at home,undef,not commuting,DB,-571444,-1.20175e+06,11632
29075,M,43,working,tradeandmoto,not commuting,DB,-571444,-1.20175e+06,11632
29076,F,4,at home,undef,not commuting,DB,-571391,-1.20117e+06,11509
29077,M,7,student,undef,not commuting,DB,-571391,-1.20117e+06,11509
29078,M,34,working,industry,not commuting,DB,-571391,-1.20117e+06,11509
29079,F,33,working,banks,not commuting,DB,-571391,-1.20117e+06,11509
29080,F,56,working,health,less than 15min,DB,-571412,-1.20153e+06,11287
29081,M,57,working,industry,not commuting,DB,-571412,-1.20153e+06,11287
29082,F,27,working,publicsector,not commuting,DB,-571810,-1.20097e+06,11572
29083,M,30,working,tradeandmoto,not commuting,DB,-571810,-1.20097e+06,11572
29084,M,54,working,industry,15 to 30 min,DB,-571709,-1.20102e+06,11358
29085,M,84,retired,undef,not commuting,DB,-571756,-1.2018e+06,11519
29086,F,81,retired,undef,not commuting,DB,-571756,-1.2018e+06,11519
29087,M,16,student,undef,less than 15min,DB,-571551,-1.20165e+06,11316
29088,M,19,student,undef,45 to 60 mins,DB,-571551,-1.20165e+06,11316
29089,F,38,at home,undef,not commuting,DB,-571551,-1.20165e+06,11316
29090,M,76,retired,undef,not commuting,DB,-571413,-1.20171e+06,11637
29091,F,30,at home,undef,not commuting,DB,-571413,-1.20171e+06,11637
29092,F,55,retired,undef,not commuting,DB,-571778,-1.20123e+06,11562
29093,M,10,student,undef,not commuting,DB,-571778,-1.20123e+06,11562
29094,F,33,working,industry,less than 15min,DB,-571778,-1.20123e+06,11562
29095,F,96,retired,undef,not commuting,DB,-571481,-1.20161e+06,11499
29096,F,66,retired,undef,not commuting,DB,-571481,-1.20161e+06,11499
29097,F,17,working,industry,15 to 30 min,DB,-571689,-1.2019e+06,11694
29098,M,15,student,undef,45 to 60 mins,DB,-571689,-1.2019e+06,11694
29099,F,45,working,industry,not commuting,DB,-571689,-1.2019e+06,11694
29100,M,20,working,industry,not commuting,DB,-571689,-1.2019e+06,11694
29101,M,50,working,tradeandmoto,not commuting,DB,-571689,-1.2019e+06,11694
29102,F,71,retired,undef,not commuting,DB,-571694,-1.20191e+06,11695
29103,F,82,retired,undef,not commuting,DB,-571521,-1.20162e+06,11320
29104,M,52,at home,undef,not commuting,DB,-571521,-1.20162e+06,11320
29105,F,26,working,construction,15 to 30 min,DB,-571584,-1.20092e+06,11500
29106,F,54,at home,undef,not commuting,DB,-571584,-1.20092e+06,11500
29107,M,55,working,industry,30 to 45 mins,DB,-571584,-1.20092e+06,11500
29108,M,58,retired,undef,not commuting,DB,-572019,-1.20096e+06,11587
29109,M,59,working,tradeandmoto,not commuting,DB,-571428,-1.20102e+06,11464
29110,F,58,working,industry,60 to 90 mins,DB,-571428,-1.20102e+06,11464
29111,F,84,retired,undef,not commuting,DB,-571428,-1.20102e+06,11464
29112,M,88,retired,undef,not commuting,DB,-571546,-1.20111e+06,11348
29113,M,43,working,construction,not commuting,DB,-571095,-1.20151e+06,11598
29114,F,26,working,adminetc,45 to 60 mins,DB,-571537,-1.20079e+06,11625
29115,M,34,working,construction,30 to 45 mins,DB,-571537,-1.20079e+06,11625
29116,F,1,at home,undef,not commuting,DB,-571537,-1.20079e+06,11625
29117,M,47,working,industry,not commuting,DB,-571472,-1.20122e+06,11470
29118,F,21,student,undef,30 to 45 mins,DB,-571472,-1.20122e+06,11470
29119,F,42,at home,undef,not commuting,DB,-571472,-1.20122e+06,11470
29120,F,17,student,undef,30 to 45 mins,DB,-571472,-1.20122e+06,11470
29121,F,56,retired,undef,not commuting,DB,-571521,-1.20134e+06,11393
29122,M,56,working,construction,not commuting,DB,-571521,-1.20134e+06,11393
29123,F,61,working,health,not commuting,DB,-571546,-1.20111e+06,11348
29124,M,72,retired,undef,not commuting,DB,-571530,-1.20106e+06,11468
29125,F,23,student,undef,30 to 45 mins,DB,-571995,-1.20109e+06,11728
29126,M,53,working,industry,not commuting,DB,-571995,-1.20109e+06,11728
29127,F,52,working,construction,15 to 30 min,DB,-571995,-1.20109e+06,11728
29128,F,69,retired,undef,not commuting,DB,-571566,-1.20156e+06,11332
29129,M,75,retired,undef,not commuting,DB,-571566,-1.20156e+06,11332
29130,M,61,retired,undef,not commuting,DB,-571394,-1.2009e+06,11540
29131,F,80,retired,undef,not commuting,DB,-571394,-1.2009e+06,11540
29132,F,60,retired,undef,not commuting,DB,-571394,-1.2009e+06,11540
29133,F,20,at home,undef,not commuting,DB,-571652,-1.20153e+06,11496
29134,F,52,working,education,not commuting,DB,-571652,-1.20153e+06,11496
29135,M,24,student,undef,30 to 45 mins,DB,-571652,-1.20153e+06,11496
29136,M,55,retired,undef,not commuting,DB,-571652,-1.20153e+06,11496
29137,M,19,student,undef,45 to 60 mins,DB,-571557,-1.20067e+06,11618
29138,M,62,retired,undef,not commuting,DB,-571557,-1.20067e+06,11618
29139,F,22,at home,undef,not commuting,DB,-571557,-1.20067e+06,11618
29140,F,57,retired,undef,not commuting,DB,-571557,-1.20067e+06,11618
29141,M,72,retired,undef,not commuting,DB,-571458,-1.20176e+06,11630
29142,F,37,working,industry,not commuting,DB,-571458,-1.20176e+06,11630
29143,M,80,retired,undef,not commuting,DB,-571484,-1.20084e+06,11612
29144,F,79,retired,undef,not commuting,DB,-571484,-1.20084e+06,11612
29145,M,45,working,publicsector,45 to 60 mins,DB,-571551,-1.20165e+06,11316
29146,F,43,working,adminetc,30 to 45 mins,DB,-571551,-1.20165e+06,11316
29147,M,21,student,undef,not commuting,DB,-571551,-1.20165e+06,11316
29148,M,23,working,tradeandmoto,15 to 30 min,DB,-571551,-1.20165e+06,11316
29149,F,63,retired,undef,not commuting,DB,-571449,-1.20127e+06,11472
29150,M,67,retired,undef,not commuting,DB,-571449,-1.20127e+06,11472
29151,F,40,at home,undef,not commuting,DB,-571774,-1.20045e+06,11407
29152,M,20,student,undef,not commuting,DB,-571774,-1.20045e+06,11407
29153,F,40,working,health,not commuting,DB,-571301,-1.20126e+06,11299
29154,F,18,working,industry,not commuting,DB,-571301,-1.20126e+06,11299
29155,M,2,at home,undef,not commuting,DB,-571301,-1.20126e+06,11299
29156,F,19,student,undef,15 to 30 min,DB,-571301,-1.20126e+06,11299
29157,M,44,working,industry,not commuting,DB,-571301,-1.20126e+06,11299
29158,F,29,at home,undef,not commuting,DB,-571794,-1.2004e+06,11526
29159,F,55,working,tradeandmoto,not commuting,DB,-571794,-1.2004e+06,11526
29160,M,22,working,industry,not commuting,DB,-571794,-1.2004e+06,11526
29161,F,13,student,undef,not commuting,DB,-571647,-1.20072e+06,11401
29162,M,1,at home,undef,not commuting,DB,-571647,-1.20072e+06,11401
29163,M,48,working,industry,not commuting,DB,-571647,-1.20072e+06,11401
29164,F,33,at home,undef,not commuting,DB,-571647,-1.20072e+06,11401
29165,M,53,working,it,not commuting,DB,-571916,-1.20112e+06,11566
29166,F,52,working,construction,not commuting,DB,-571916,-1.20112e+06,11566
29167,F,77,retired,undef,not commuting,DB,-571916,-1.20112e+06,11566
29168,F,74,retired,undef,not commuting,DB,-572009,-1.20122e+06,11686
29169,M,40,working,industry,not commuting,DB,-571854,-1.20164e+06,11330
29170,F,79,retired,undef,not commuting,DB,-571854,-1.20164e+06,11330
29171,M,62,working,tradeandmoto,not commuting,DB,-571382,-1.20119e+06,11726
29172,F,57,retired,undef,not commuting,DB,-571382,-1.20119e+06,11726
29173,F,55,retired,undef,not commuting,DB,-571620,-1.20179e+06,11648
29174,M,57,working,transportation,not commuting,DB,-571620,-1.20179e+06,11648
29175,F,26,working,transportation,not commuting,DB,-571620,-1.20179e+06,11648
29176,M,71,retired,undef,not commuting,DB,-571898,-1.20103e+06,11576
29177,F,66,retired,undef,not commuting,DB,-571898,-1.20103e+06,11576
29178,M,39,working,industry,not commuting,DB,-571898,-1.20103e+06,11576
29179,M,24,student,undef,30 to 45 mins,DB,-571608,-1.20081e+06,11502
29180,F,42,at home,undef,not commuting,DB,-571608,-1.20081e+06,11502
29181,M,48,working,publicsector,not commuting,DB,-571608,-1.20081e+06,11502
29182,F,18,student,undef,not commuting,DB,-571608,-1.20081e+06,11502
29183,M,56,working,industry,not commuting,DB,-572029,-1.20126e+06,11680
29184,F,57,retired,undef,not commuting,DB,-572029,-1.20126e+06,11680
29185,F,13,student,undef,not commuting,DB,-572121,-1.20117e+06,11742
29186,F,13,student,undef,not commuting,DB,-572121,-1.20117e+06,11742
29187,M,13,student,undef,not commuting,DB,-572121,-1.20117e+06,11742
29188,M,45,working,construction,not commuting,DB,-572121,-1.20117e+06,11742
29189,F,42,working,transportation,not commuting,DB,-572121,-1.20117e+06,11742
29190,F,7,student,undef,not commuting,DB,-571679,-1.20115e+06,11558
29191,M,35,working,transportation,not commuting,DB,-571679,-1.20115e+06,11558
29192,F,33,at home,undef,not commuting,DB,-571679,-1.20115e+06,11558
29193,F,5,at home,undef,not commuting,DB,-571679,-1.20115e+06,11558
29194,M,0,at home,undef,not commuting,DB,-571347,-1.20159e+06,11334
29195,M,32,working,publicsector,not commuting,DB,-571347,-1.20159e+06,11334
29196,F,28,working,industry,not commuting,DB,-571347,-1.20159e+06,11334
29197,F,5,at home,undef,not commuting,DB,-571995,-1.20109e+06,11728
29198,M,34,working,industry,not commuting,DB,-571995,-1.20109e+06,11728
29199,F,35,working,industry,not commuting,DB,-571995,-1.20109e+06,11728
29200,F,3,at home,undef,not commuting,DB,-571995,-1.20109e+06,11728
29201,M,23,student,undef,not commuting,DB,-571457,-1.20095e+06,11426
29202,F,50,at home,undef,not commuting,DB,-571457,-1.20095e+06,11426
29203,M,50,working,construction,less than 15min,DB,-571457,-1.20095e+06,11426
29204,M,17,student,undef,45 to 60 mins,DB,-571457,-1.20095e+06,11426
29205,M,1,at home,undef,not commuting,DB,-571457,-1.20095e+06,11426
29206,F,28,working,industry,not commuting,DB,-571457,-1.20095e+06,11426
29207,M,26,working,agriculture,15 to 30 min,DB,-571457,-1.20095e+06,11426
29208,M,17,student,undef,not commuting,DB,-571419,-1.20172e+06,11635
29209,F,71,retired,undef,not commuting,DB,-571419,-1.20172e+06,11635
29210,F,42,working,industry,not commuting,DB,-571419,-1.20172e+06,11635
29211,M,79,retired,undef,not commuting,DB,-571419,-1.20172e+06,11635
29212,F,16,working,banks,not commuting,DB,-571491,-1.20082e+06,11613
29213,F,18,student,undef,45 to 60 mins,DB,-571491,-1.20082e+06,11613
29214,M,39,working,transportation,15 to 30 min,DB,-571491,-1.20082e+06,11613
29215,F,39,working,industry,not commuting,DB,-571491,-1.20082e+06,11613
29216,M,8,student,undef,not commuting,DB,-571491,-1.20082e+06,11613
29217,F,78,retired,undef,not commuting,DB,-571710,-1.20067e+06,11387
29218,F,58,retired,undef,not commuting,DB,-571852,-1.20111e+06,11570
29219,M,56,retired,undef,not commuting,DB,-571852,-1.20111e+06,11570
29220,F,24,student,undef,not commuting,DB,-571852,-1.20111e+06,11570
29221,M,26,working,construction,15 to 30 min,DB,-571852,-1.20111e+06,11570
29222,F,6,student,undef,not commuting,DB,-571682,-1.20065e+06,11702
29223,F,42,working,industry,not commuting,DB,-571682,-1.20065e+06,11702
29224,M,48,working,health,not commuting,DB,-571682,-1.20065e+06,11702
29225,M,11,student,undef,not commuting,DB,-571682,-1.20065e+06,11702
29226,M,10,student,undef,not commuting,DB,-571682,-1.20065e+06,11702
29227,F,65,retired,undef,not commuting,DB,-571682,-1.20065e+06,11702
29228,F,66,retired,undef,not commuting,DB,-571805,-1.20115e+06,11696
29229,M,69,retired,undef,not commuting,DB,-571805,-1.20115e+06,11696
29230,M,26,working,industry,not commuting,DB,-571549,-1.20129e+06,11409
29231,M,47,working,industry,not commuting,DB,-571533,-1.20176e+06,11497
29232,F,70,retired,undef,not commuting,DB,-571533,-1.20176e+06,11497
29233,M,36,working,banks,15 to 30 min,DB,-571974,-1.20081e+06,11596
29234,M,63,retired,undef,not commuting,DB,-571974,-1.20081e+06,11596
29235,F,34,at home,undef,not commuting,DB,-571974,-1.20081e+06,11596
29236,F,18,student,undef,not commuting,DB,-571685,-1.20188e+06,11691
29237,M,39,working,industry,not commuting,DB,-571685,-1.20188e+06,11691
29238,M,3,at home,undef,not commuting,DB,-571685,-1.20188e+06,11691
29239,F,36,at home,undef,not commuting,DB,-571685,-1.20188e+06,11691
29240,F,12,student,undef,not commuting,DB,-571685,-1.20188e+06,11691
29241,F,16,student,undef,not commuting,DB,-571339,-1.20164e+06,11643
29242,F,42,working,industry,less than 15min,DB,-571339,-1.20164e+06,11643
29243,M,43,at home,undef,not commuting,DB,-571339,-1.20164e+06,11643
29244,F,18,student,undef,45 to 60 mins,DB,-571339,-1.20164e+06,11643
29245,F,67,retired,undef,not commuting,DB,-572036,-1.20125e+06,11774
29246,F,40,working,industry,not commuting,DB,-572036,-1.20125e+06,11774
29247,F,1,at home,undef,not commuting,DB,-571345,-1.20149e+06,11479
29248,M,0,at home,undef,not commuting,DB,-571345,-1.20149e+06,11479
29249,M,37,at home,undef,not commuting,DB,-571345,-1.20149e+06,11479
29250,M,60,retired,undef,not commuting,DB,-571832,-1.20099e+06,11573
29251,F,60,retired,undef,not commuting,DB,-571832,-1.20099e+06,11573
29252,M,56,working,industry,less than 15min,DB,-571811,-1.2015e+06,11511
29253,M,59,working,construction,30 to 45 mins,DB,-571891,-1.20112e+06,11568
29254,F,19,at home,undef,not commuting,DB,-571891,-1.20112e+06,11568
29255,F,58,working,tradeandmoto,not commuting,DB,-571891,-1.20112e+06,11568
29256,M,34,working,industry,15 to 30 min,DB,-571891,-1.20112e+06,11568
29257,F,24,at home,undef,not commuting,DB,-571891,-1.20112e+06,11568
29258,F,14,student,undef,not commuting,DB,-571891,-1.20112e+06,11568
29259,F,33,at home,undef,not commuting,DB,-571572,-1.20064e+06,11619
29260,M,38,working,industry,not commuting,DB,-571572,-1.20064e+06,11619
29261,M,69,retired,undef,not commuting,DB,-571572,-1.20064e+06,11619
29262,F,0,at home,undef,not commuting,DB,-571572,-1.20064e+06,11619
29263,F,65,retired,undef,not commuting,DB,-571572,-1.20064e+06,11619
29264,F,55,working,adminetc,less than 15min,DB,-572069,-1.20121e+06,11689
29265,F,81,retired,undef,not commuting,DB,-572069,-1.20121e+06,11689
29266,F,18,student,undef,not commuting,DB,-572069,-1.20121e+06,11689
29267,M,60,retired,undef,not commuting,DB,-572069,-1.20121e+06,11689
29268,M,60,retired,undef,not commuting,DB,-572069,-1.20121e+06,11689
29269,F,81,retired,undef,not commuting,DB,-572069,-1.20121e+06,11689
29270,F,17,student,undef,15 to 30 min,DB,-571771,-1.20046e+06,11493
29271,M,10,student,undef,not commuting,DB,-571771,-1.20046e+06,11493
29272,F,15,student,undef,more than 90 mins,DB,-571771,-1.20046e+06,11493
29273,F,19,student,undef,not commuting,DB,-571771,-1.20046e+06,11493
29274,F,39,working,industry,15 to 30 min,DB,-571771,-1.20046e+06,11493
29275,M,39,working,transportation,15 to 30 min,DB,-571771,-1.20046e+06,11493
29276,F,61,retired,undef,not commuting,DB,-571121,-1.20152e+06,11549
29277,M,66,retired,undef,not commuting,DB,-571121,-1.20152e+06,11549
29278,M,60,retired,undef,not commuting,DB,-571854,-1.20164e+06,11327
29279,F,52,working,industry,less than 15min,DB,-571854,-1.20164e+06,11327
29280,F,28,working,industry,less than 15min,DB,-571854,-1.20164e+06,11327
29281,M,27,at home,undef,not commuting,DB,-571854,-1.20164e+06,11327
29282,F,15,student,undef,15 to 30 min,DB,-571854,-1.20164e+06,11327
29283,M,60,retired,undef,not commuting,DB,-572041,-1.20124e+06,11698
29284,M,78,retired,undef,not commuting,DB,-571375,-1.20089e+06,11571
29285,M,49,working,industry,15 to 30 min,DB,-571375,-1.20089e+06,11571
29286,M,48,at home,undef,not commuting,DB,-571899,-1.20072e+06,11491
29287,F,43,working,industry,not commuting,DB,-571899,-1.20072e+06,11491
29288,M,15,working,transportation,not commuting,DB,-571899,-1.20072e+06,11491
29289,F,67,retired,undef,not commuting,DB,-571899,-1.20072e+06,11491
29290,M,75,retired,undef,not commuting,DB,-571899,-1.20072e+06,11491
29291,F,23,working,construction,not commuting,DB,-571899,-1.20072e+06,11491
29292,M,32,working,industry,15 to 30 min,DB,-571361,-1.20146e+06,11476
29293,F,85,retired,undef,not commuting,DB,-571877,-1.20111e+06,11569
29294,F,45,working,industry,not commuting,DB,-571634,-1.20184e+06,11536
29295,M,49,working,industry,less than 15min,DB,-571634,-1.20184e+06,11536
29296,M,17,student,undef,15 to 30 min,DB,-571634,-1.20184e+06,11536
29297,M,13,student,undef,not commuting,DB,-571634,-1.20184e+06,11536
29298,M,12,student,undef,not commuting,DB,-571788,-1.20107e+06,11356
29299,F,34,at home,undef,not commuting,DB,-571788,-1.20107e+06,11356
29300,M,35,working,industry,not commuting,DB,-571788,-1.20107e+06,11356
29301,F,7,student,undef,not commuting,DB,-571788,-1.20107e+06,11356
29302,M,18,working,publicsector,not commuting,DB,-571958,-1.20075e+06,11765
29303,M,48,at home,undef,not commuting,DB,-571958,-1.20075e+06,11765
29304,F,41,working,health,not commuting,DB,-571958,-1.20075e+06,11765
29305,F,6,student,undef,not commuting,DB,-571958,-1.20075e+06,11765
29306,F,67,retired,undef,not commuting,DB,-571876,-1.20102e+06,11575
29307,M,73,retired,undef,not commuting,DB,-571876,-1.20102e+06,11575
29308,F,80,retired,undef,not commuting,DB,-572079,-1.20092e+06,11737
29309,M,48,working,tradeandmoto,not commuting,DB,-572079,-1.20092e+06,11737
